status,total_num_contacts_interacted_with,num_#_sms,total_interactions,ave_age,duration(s),num_contacts,ratio_of_bad_words_used,num_*_sms,ave_message_body_length,max_age,ave_daily_sms,user_id,calls,num_#_calls,num_bad_words_used,num_*_calls,ave_duration(s),ave_daily_duration(s),num_derogatory_sms,ave_daily_sms_count,ave_daily_contacts_interacted_with,ave_daily_calls
defaulted,132,0,1233,,27372,468,0.0,0,22.42079207920792,,33.666666666666664,377,425,0,0,0,64.40470588235294,1140.5,0,35.08695652173913,11.458333333333334,17.708333333333332
repaid,497,0,5658,,168711,499,0.00038627438357046286,0,32.48732718894009,,20.69047619047619,376,3051,0,6,0,55.296951819075716,1405.925,6,35.68493150684932,12.801587301587302,25.425
defaulted,114,0,2463,,47618,318,0.0004200210010500525,0,53.25149303251493,,22.191176470588236,393,954,0,6,8,49.914046121593294,721.4848484848485,6,48.645161290322584,6.544117647058823,14.454545454545455
defaulted,157,0,2276,,23050,968,0.0,0,67.2377358490566,,19.272727272727273,392,1214,2,0,18,18.986820428336078,922.0,0,19.236363636363638,7.327272727272727,48.56
defaulted,531,0,14107,,87571,578,0.0003923071308663601,0,50.23753758506093,,48.0722433460076,88,1464,13,43,19,59.81625683060109,668.4809160305343,42,48.2442748091603,10.102661596958175,11.17557251908397
repaid,606,0,7960,,109633,799,0.0015747790722563679,0,78.92498568429089,,10.607287449392713,89,2720,0,103,4,40.30625,577.0157894736842,103,10.757700205338809,5.3785425101214575,14.31578947368421
repaid,105,0,541,,12332,328,0.0,0,61.23780487804878,,2.7333333333333334,397,377,0,0,0,32.710875331564985,274.0444444444444,0,3.6222222222222222,4.516666666666667,8.377777777777778
defaulted,321,0,3808,,47280,804,0.0006702412868632708,0,28.01084689194827,,35.80597014925373,396,1409,0,9,2,33.55571327182399,892.0754716981132,9,,12.925373134328359,26.58490566037736
defaulted,55,0,183,,10582,284,0.0,0,109.80555555555556,,1.2,395,147,0,0,0,71.98639455782313,423.28,0,2.1875,3.1666666666666665,5.88
repaid,222,0,1973,,49873,265,0.00019104021396503963,0,97.33590138674884,,6.690721649484536,394,1324,0,2,3,37.668429003021146,560.370786516854,2,9.803030303030303,8.68041237113402,14.876404494382022
repaid,572,0,6511,,128134,2083,0.00032953864589574595,0,80.39598108747045,,11.878504672897197,82,3969,2,11,22,32.28369866465105,628.1078431372549,11,18.639705882352942,9.19626168224299,19.455882352941178
repaid,339,0,6408,,180333,395,0.0007691124442393477,0,38.90669655365649,,14.756198347107437,181,2837,0,20,0,63.56468100105746,944.151832460733,20,15.866666666666667,6.578512396694215,14.853403141361257
defaulted,16,0,41,,173,158,0.0,0,71.07142857142857,,14.0,80,13,0,0,1,13.307692307692308,86.5,0,13.5,9.0,6.5
repaid,349,0,4019,,156952,465,0.000447447313078885,0,72.79694092827005,,10.031746031746032,81,2123,0,10,12,73.92934526613283,907.2369942196532,10,10.700564971751412,7.925925925925926,12.271676300578035
defaulted,158,0,2355,,15885,262,0.0005268307368104162,0,46.36612021857923,,38.30232558139535,86,708,0,7,1,22.4364406779661,453.85714285714283,7,39.19047619047619,13.255813953488373,20.228571428571428
defaulted,52,0,410,,10271,285,0.0,0,77.45161290322581,,4.520833333333333,87,193,0,0,0,53.21761658031088,244.54761904761904,0,5.2682926829268295,3.8958333333333335,4.595238095238095
repaid,223,0,8278,,29315,123,0.0011146121364113777,0,42.414737436476564,,31.211453744493394,84,1193,0,52,2,24.572506286672255,157.60752688172042,52,45.12101910828026,5.709251101321586,6.413978494623656
defaulted,178,0,2948,,49496,100,0.0008268668108383158,0,48.37063655030801,,14.870229007633588,85,1000,0,13,4,49.496,1053.1063829787233,13,16.78448275862069,5.694656488549619,21.27659574468085
defaulted,121,0,1530,,11409,142,0.00035587188612099647,0,15.069945355191257,,30.5,7,615,0,1,0,18.55121951219512,380.3,1,57.125,11.033333333333333,20.5
defaulted,41,0,367,,8416,268,0.0006435006435006435,0,48.51445086705202,,7.208333333333333,245,194,0,1,2,43.381443298969074,365.9130434782609,1,34.4,4.791666666666667,8.434782608695652
repaid,809,0,12374,,92950,1425,0.003940380332362515,0,64.06178361755661,,77.22302158273381,244,1640,0,460,0,56.676829268292686,852.7522935779816,458,77.2158273381295,20.66906474820144,15.045871559633028
defaulted,86,0,2037,,4362,519,8.145975887911372e-05,0,41.78373983739837,,18.26732673267327,247,192,0,1,0,22.71875,161.55555555555554,1,18.44,4.227722772277228,7.111111111111111
repaid,225,0,3344,,167710,266,0.0010136847440446021,0,38.04228855721393,,7.632911392405063,246,2138,0,8,17,78.44246959775491,1068.216560509554,8,16.283783783783782,7.455696202531645,13.617834394904458
repaid,491,0,3928,,24823,2567,0.00022974101921470342,0,88.16083916083916,,23.66187050359712,241,639,0,11,0,38.846635367762126,2068.5833333333335,11,23.654676258992804,11.453237410071942,53.25
defaulted,168,0,1162,,21218,332,0.0,0,87.46035242290749,,5.181818181818182,240,706,1,0,1,30.053824362606232,249.6235294117647,0,7.0,6.181818181818182,8.305882352941177
repaid,287,0,13926,,82964,136,0.0006095106664366626,0,40.95573679626257,,28.906178489702516,243,1294,0,53,1,64.11437403400309,458.3646408839779,53,28.903890160183067,5.45537757437071,7.149171270718232
defaulted,278,0,4046,,58779,640,0.00012983640612827837,0,55.827799227799225,,30.857142857142858,242,1454,0,3,10,40.42572214580468,699.75,3,39.86153846153846,13.464285714285714,17.30952380952381
repaid,194,0,1090,,29701,139,0.00028686173264486515,0,123.3586956521739,,3.066666666666667,249,906,0,1,3,32.78256070640177,503.40677966101697,1,5.228571428571429,9.0,15.35593220338983
repaid,691,0,16259,,210725,624,0.0001871301256110968,0,57.87541750167001,,43.829268292682926,248,7274,0,16,2,28.969617816882046,1269.4277108433735,16,44.03921568627451,20.209756097560977,43.81927710843374
defaulted,188,0,2631,,7589,383,0.000556947925368978,0,34.74763135228252,,55.404761904761905,179,304,0,8,0,24.963815789473685,189.725,8,56.73170731707317,13.452380952380953,7.6
repaid,222,0,1608,,77762,267,0.001006036217303823,0,98.37096774193549,,0.8378378378378378,178,1546,0,1,2,50.29883570504528,1254.225806451613,1,1.90625,9.702702702702704,24.93548387096774
repaid,244,0,2168,,78504,1302,0.0,0,114.7909090909091,,1.71875,177,1838,1,0,3,42.71164309031556,426.6521739130435,0,5.466666666666667,4.895833333333333,9.98913043478261
repaid,314,0,11904,,109862,378,0.0004406639336600478,0,51.03288888888889,,47.87765957446808,176,2903,0,33,0,37.84429900103341,3543.935483870968,33,47.86702127659574,8.452127659574469,93.64516129032258
repaid,379,0,7868,,183988,3174,0.00026541839590773093,0,81.60598345003183,,19.6375,175,4726,0,11,8,38.93101988997038,1226.5866666666666,11,19.748427672955973,15.425,31.506666666666668
repaid,790,0,7794,,142671,4205,7.967111762643807e-05,0,104.00996590611068,,11.878504672897197,174,3981,0,5,0,35.83798040693293,957.5234899328859,5,12.092063492063492,10.69158878504673,26.71812080536913
repaid,354,0,7773,,160181,176,0.0009572492485593399,0,74.36099976420655,,34.778688524590166,173,3530,0,50,4,45.377053824362605,1497.018691588785,48,36.256410256410255,14.69672131147541,32.99065420560748
defaulted,241,0,3345,,26154,437,0.0014668901927912825,0,98.723155216285,,10.807692307692308,172,1378,0,49,2,18.979680696661827,284.2826086956522,49,10.922222222222222,7.78021978021978,14.978260869565217
defaulted,279,0,1829,,15232,917,0.00039517881841533294,0,55.43887423043096,,12.494505494505495,171,692,0,4,0,22.01156069364162,476.0,4,12.61111111111111,7.164835164835165,21.625
defaulted,60,0,1080,,1283,375,0.000599250936329588,0,41.67427385892116,,48.3,170,114,1,4,2,11.25438596491228,128.3,4,48.25,7.75,11.4
defaulted,188,0,4045,,39811,183,0.0004921920443867735,0,37.568450528935905,,29.245454545454546,182,828,1,11,1,48.080917874396135,947.8809523809524,11,29.236363636363638,6.4363636363636365,19.714285714285715
defaulted,126,0,1377,,21657,36,0.0,0,98.89719626168224,,1.8135593220338984,183,1270,0,0,0,17.052755905511813,424.6470588235294,0,4.818181818181818,6.830508474576271,24.901960784313726
repaid,111,0,6391,,10218,193,0.00010636411983690835,0,22.01057298772169,,39.641891891891895,180,524,0,3,1,19.5,139.97260273972603,3,40.736111111111114,3.9594594594594597,7.178082191780822
repaid,136,0,5196,,90905,88,0.005836981446737544,0,36.01987808110257,,41.46153846153846,2,1423,0,140,4,63.88264230498946,1057.0348837209303,134,60.83870967741935,7.65934065934066,16.546511627906977
defaulted,204,0,1940,,7522,242,0.0002460932693490833,0,30.34890304317056,,12.972477064220184,186,526,10,2,10,14.300380228136882,109.01449275362319,2,13.852941176470589,5.990825688073395,7.6231884057971016
repaid,876,0,90645,,214010,557,0.0011559644977020263,0,27.039017174028615,,132.53598774885145,187,4099,2,497,13,52.21029519394975,1086.3451776649747,460,132.5344563552833,12.101071975497703,20.80710659898477
repaid,629,0,10180,,282680,1505,9.954606992115952e-05,0,73.76804357694054,,30.36986301369863,184,5746,10,5,52,49.19596240863209,2033.6690647482014,5,36.916666666666664,14.712328767123287,41.33812949640288
defaulted,131,0,1016,,20994,330,0.0,0,86.76576576576576,,4.690140845070423,185,683,0,0,0,30.73792093704246,338.61290322580646,0,4.882352941176471,6.352112676056338,11.016129032258064
repaid,1053,0,10644,,218325,2567,0.0003597291083410232,0,72.56402096593037,,18.918727915194346,188,5290,3,23,4,41.27126654064272,1347.6851851851852,23,19.114285714285714,15.879858657243815,32.65432098765432
repaid,431,0,5432,,107420,875,0.00028565307434121257,0,97.70081662954715,,17.38064516129032,189,2738,0,12,7,39.233016800584366,1063.5643564356435,12,17.48701298701299,11.8,27.10891089108911
repaid,298,0,6834,,164327,564,0.000499188818170473,0,31.828227819378263,,66.92424242424242,11,2417,2,12,7,67.98800165494414,2693.8852459016393,12,70.0952380952381,21.681818181818183,39.622950819672134
repaid,230,0,1489,,34356,379,0.000432152117545376,0,120.625,,4.88,10,1367,0,1,2,25.13240673006584,1374.24,1,10.083333333333334,23.8,54.68
defaulted,496,0,13261,,40260,513,0.0005105667290692669,0,46.776009791921666,,30.96212121212121,13,1000,0,51,0,40.26,536.8,49,31.037974683544302,7.345959595959596,13.333333333333334
repaid,599,0,10158,,144964,880,0.0005188157166574433,0,53.82253886010363,,17.66,12,3977,0,30,4,36.450590897661556,655.9457013574661,30,18.284023668639055,8.62,17.995475113122172
defaulted,168,0,8013,,24013,227,0.0014390499476074048,0,57.27958993476235,,53.66428571428571,15,500,0,103,2,48.026,343.04285714285714,91,53.65714285714286,6.378571428571429,7.142857142857143
repaid,144,0,916,,36918,391,0.00026932399676811203,0,118.7860576923077,,4.118811881188119,14,500,0,2,0,73.836,1367.3333333333333,2,4.322916666666667,4.0495049504950495,18.51851851851852
defaulted,53,0,277,,1769,200,0.0006662225183211193,0,56.568627450980394,,9.5625,17,124,0,1,1,14.266129032258064,117.93333333333334,1,11.692307692307692,5.875,8.266666666666667
defaulted,33,0,137,,1123,25,0.0,0,43.095238095238095,,10.5,16,74,0,0,0,15.175675675675675,224.6,0,12.4,8.333333333333334,14.8
repaid,469,0,4065,,83491,434,0.0006733156587972899,0,103.95792426367461,,8.608433734939759,19,2636,0,16,3,31.673368740515933,637.3358778625955,16,9.095541401273886,10.674698795180722,20.12213740458015
defaulted,128,0,2083,,27641,293,0.002414928649835346,0,37.231147540983606,,21.857142857142858,18,859,0,22,2,32.178114086146685,575.8541666666666,22,24.44,7.517857142857143,17.895833333333332
defaulted,267,0,2689,,13590,724,0.00021481354184567795,0,64.00826067003213,,8.198501872659175,62,500,0,5,0,27.18,849.375,5,8.194756554307116,4.254681647940075,31.25
repaid,87,0,367,,4752,67,0.0,0,108.5,,1.1515151515151516,322,329,59,0,62,14.443768996960486,148.5,0,2.3125,5.393939393939394,10.28125
defaulted,418,0,2664,,16547,1349,6.220452848967405e-05,0,45.42467652495379,,32.298507462686565,323,500,0,1,0,33.094,636.4230769230769,1,32.28358208955224,12.925373134328359,19.23076923076923
repaid,92,0,944,,11991,784,0.00010192640913260625,0,97.40498442367601,,15.658536585365853,320,302,0,1,1,39.705298013245034,324.0810810810811,1,16.025,8.512195121951219,8.162162162162161
defaulted,95,0,520,,8311,200,0.00035650623885918,0,51.486666666666665,,16.666666666666668,321,220,0,1,0,37.777272727272724,488.88235294117646,1,19.933333333333334,10.61111111111111,12.941176470588236
defaulted,16,0,56,,2806,32,0.0,0,116.2,,3.75,326,41,0,0,0,68.4390243902439,935.3333333333334,0,3.5,5.0,13.666666666666666
repaid,362,0,8795,,55943,797,0.00036940613566000566,0,57.084956057211784,,16.45042492917847,327,2988,1,21,2,18.722556894243642,443.9920634920635,21,17.276785714285715,4.062322946175637,23.714285714285715
repaid,76,0,1003,,10105,123,0.0,0,30.073849878934624,,30.59259259259259,324,177,0,0,0,57.090395480225986,459.3181818181818,0,35.869565217391305,7.2592592592592595,8.045454545454545
repaid,262,0,2925,,69399,169,0.00035293740173901884,0,121.01797892126473,,8.146464646464647,325,1312,0,11,7,52.895579268292686,433.74375,11,9.159090909090908,6.358585858585859,8.2
defaulted,145,0,1387,,14114,217,0.00019692792437967703,0,32.041713641488165,,35.48,328,500,0,1,4,28.228,588.0833333333334,1,73.83333333333333,10.28,20.833333333333332
repaid,236,0,4551,,41418,330,0.0010437596221590168,0,63.33388658367912,,18.53846153846154,329,936,0,40,2,44.25,410.0792079207921,38,18.628865979381445,6.266666666666667,9.267326732673267
defaulted,225,0,1696,,45189,380,0.0,0,27.193633952254643,,20.944444444444443,201,942,0,0,0,47.97133757961783,1255.25,0,31.375,11.11111111111111,26.166666666666668
defaulted,571,0,9274,,37012,448,0.0002822635828657452,0,109.16519292604502,,13.332142857142857,200,1808,0,33,12,20.471238938053098,203.36263736263737,32,13.330357142857142,6.557142857142857,9.934065934065934
defaulted,59,0,722,,3854,223,0.000997506234413965,0,22.190064794816415,,17.14814814814815,203,259,0,2,1,14.88030888030888,175.1818181818182,2,33.0,5.296296296296297,11.772727272727273
repaid,377,0,3129,,148520,845,0.0009592326139088729,0,79.26751592356688,,1.7065217391304348,202,2815,0,4,2,52.760213143872114,945.9872611464968,4,3.0388349514563107,8.945652173913043,17.929936305732483
repaid,163,0,1819,,32355,100,0.0,0,134.89837398373984,,1.2238805970149254,205,1573,11,0,13,20.568976478067388,165.0765306122449,0,4.016393442622951,3.825870646766169,8.025510204081632
defaulted,20,0,77,,400,190,0.0,0,66.93548387096774,,15.5,204,15,0,0,0,26.666666666666668,133.33333333333334,0,20.333333333333332,6.25,5.0
defaulted,119,0,577,,49427,394,0.0,0,166.0,,0.616,207,500,0,0,0,98.854,405.1393442622951,0,6.909090909090909,2.528,4.098360655737705
defaulted,29,0,87,,1697,204,0.0,0,39.81818181818182,,1.8333333333333333,206,65,0,0,0,26.107692307692307,141.41666666666666,0,2.1,3.5833333333333335,5.416666666666667
repaid,429,0,5519,,160426,976,0.0005088022794342118,0,77.70426065162907,,7.393518518518518,209,3922,2,10,10,40.90413054563998,886.3314917127071,10,7.780487804878049,9.875,21.668508287292816
defaulted,31,0,111,,2712,99,0.0,0,52.5,,0.8571428571428571,208,105,0,0,0,25.82857142857143,387.42857142857144,0,2.5,6.714285714285714,15.0
defaulted,75,0,638,,11754,61,0.0,0,104.3943661971831,,14.2,77,425,0,0,0,27.656470588235294,783.6,0,15.142857142857142,12.266666666666667,28.333333333333332
repaid,830,0,6465,,119671,859,3.567351598173516e-05,0,107.3162100456621,,9.744444444444444,76,4711,0,1,0,25.40246232222458,1459.4024390243903,1,9.848314606741573,13.994444444444444,57.451219512195124
defaulted,405,0,2414,,56534,696,0.0003679852805887764,0,62.59586466165413,,5.076190476190476,75,1881,0,2,3,30.055289739500267,635.2134831460675,2,9.654545454545454,9.380952380952381,21.134831460674157
defaulted,100,0,848,,25225,405,0.0008424599831508003,0,80.80669144981412,,6.255813953488372,74,579,0,3,0,43.56649395509499,600.5952380952381,3,14.88888888888889,6.441860465116279,13.785714285714286
repaid,65,0,417,,6681,256,0.0,0,128.04819277108433,,1.3833333333333333,73,334,0,0,0,20.00299401197605,155.37209302325581,0,2.5625,2.683333333333333,7.767441860465116
repaid,417,0,3521,,90034,603,0.00032357971617436325,0,101.686994856723,,8.349693251533742,72,2160,0,7,1,41.68240740740741,744.0826446280992,7,8.831168831168831,10.539877300613497,17.85123966942149
defaulted,170,0,675,,6062,124,0.0,0,68.40939597315436,,14.9,71,377,2,0,2,16.079575596816976,319.05263157894734,0,19.8,12.75,19.842105263157894
defaulted,113,0,416,,12108,1945,0.0,0,86.33333333333333,,6.923076923076923,70,326,0,0,1,37.14110429447853,931.3846153846154,0,8.9,14.615384615384615,25.076923076923077
repaid,22,0,132,,577,312,0.0,0,105.9795918367347,,7.0,79,83,0,0,0,6.951807228915663,82.42857142857143,0,6.857142857142857,6.0,11.857142857142858
repaid,467,0,14207,,97866,846,0.0007028706717963894,0,34.7207087659043,,55.71739130434783,78,1392,0,57,0,70.30603448275862,1179.1084337349398,57,55.47186147186147,10.273913043478261,16.771084337349397
repaid,85,0,707,,6034,144,0.0,0,27.712737127371273,,11.181818181818182,8,338,0,0,5,17.85207100591716,194.6451612903226,0,16.727272727272727,6.424242424242424,10.903225806451612
repaid,389,0,12534,,152023,489,0.00439933949642629,0,46.62603761689608,,40.84978540772532,120,3016,0,365,10,50.40550397877984,771.6903553299493,360,43.25909090909091,11.064377682403434,15.309644670050762
repaid,171,0,1615,,24356,432,0.0023872045834328003,0,29.320665083135392,,11.534246575342467,121,773,0,10,0,31.508408796895214,343.0422535211268,10,20.023809523809526,6.465753424657534,10.887323943661972
defaulted,219,0,2141,,14911,1047,9.335324869305452e-05,0,36.67681789931635,,11.251748251748252,122,532,0,1,0,28.028195488721803,828.3888888888889,1,11.32394366197183,4.230769230769231,29.555555555555557
defaulted,262,0,1907,,30586,308,0.0,0,108.50558035714286,,6.892307692307693,123,1011,0,0,0,30.253214638971315,443.27536231884056,0,9.623655913978494,6.2615384615384615,14.652173913043478
repaid,777,0,6975,,217178,638,0.00019017191541153202,0,106.1228978007762,,6.023346303501945,124,5427,0,5,0,40.01805785885388,1308.301204819277,5,6.445833333333334,13.04669260700389,32.69277108433735
defaulted,220,0,9258,,27080,671,0.0006834522540255338,0,49.3276236153934,,39.27354260089686,125,500,0,50,0,54.16,1504.4444444444443,49,39.26905829596413,8.237668161434977,27.77777777777778
defaulted,252,0,2290,,53443,421,0.0001554726368159204,0,80.62,,6.25,126,1790,0,1,6,29.856424581005587,668.0375,1,11.088888888888889,11.5375,22.375
repaid,314,0,5118,,110857,569,0.00013921759710427398,0,94.24368600682594,,8.01639344262295,127,3651,1,3,3,30.36346206518762,724.5555555555555,3,8.726190476190476,10.573770491803279,23.862745098039216
defaulted,102,0,680,,3733,231,0.0,0,96.93,,4.545454545454546,128,380,0,0,1,9.823684210526316,71.78846153846153,0,4.671875,4.893939393939394,7.3076923076923075
defaulted,428,0,16116,,73792,1695,0.00031207897881668783,0,53.850087589273684,,33.581447963800905,129,1273,0,41,2,57.96700706991359,983.8933333333333,41,33.57918552036199,7.031674208144796,16.973333333333333
defaulted,124,0,231,,289,174,0.0,0,29.885714285714286,,210.0,319,21,0,0,0,13.761904761904763,289.0,0,209.0,124.0,21.0
defaulted,111,0,5731,,14660,75,0.0028529677823394338,0,28.746503496503497,,39.56488549618321,318,548,2,82,5,26.751824817518248,170.46511627906978,81,60.25581395348837,3.183206106870229,6.372093023255814
defaulted,383,0,7434,,72896,342,0.0007510125258160555,0,34.51359567640601,,42.02127659574468,313,1509,0,28,0,48.30748840291584,520.6857142857143,28,80.05405405405405,8.432624113475176,10.778571428571428
repaid,644,0,11824,,268050,958,0.00029330595811057633,0,107.64502070167792,,24.285714285714285,312,7234,0,22,2,37.05418855405032,1707.3248407643312,22,25.214285714285715,20.693121693121693,46.07643312101911
defaulted,100,0,761,,19703,706,0.00022815423226100844,0,118.34677419354838,,6.048780487804878,311,513,0,1,2,38.407407407407405,480.5609756097561,1,27.444444444444443,7.560975609756097,12.512195121951219
repaid,94,0,924,,27099,487,0.0003202049311559398,0,99.0495283018868,,7.851851851851852,310,500,0,2,0,54.198,2258.25,2,7.833333333333333,5.037037037037037,41.666666666666664
repaid,492,0,9561,,52393,322,0.00034216791890620324,0,53.83141386914972,,27.76530612244898,317,1398,0,24,3,37.47711015736767,444.00847457627117,23,27.761904761904763,9.068027210884354,11.847457627118644
defaulted,163,0,1474,,30687,398,0.0,0,80.72105263157894,,4.75,316,1284,0,0,2,23.899532710280372,767.175,0,62.666666666666664,9.225,32.1
defaulted,111,0,1972,,25989,104,0.0,0,114.02904238618524,,15.925,315,698,0,0,1,37.23352435530086,341.9605263157895,0,16.532467532467532,8.55,9.18421052631579
repaid,281,0,5010,,71771,284,0.0012673798784806351,0,37.40853506363863,,50.125,314,1000,1,34,2,71.771,1794.275,32,62.640625,11.325,25.0
defaulted,105,0,567,,11151,200,0.0,0,90.064,,4.8076923076923075,3,442,0,0,1,25.228506787330318,446.04,0,8.857142857142858,9.153846153846153,17.68
defaulted,82,0,592,,11871,434,0.0,0,33.20681265206812,,29.357142857142858,368,181,0,0,0,65.58563535911603,913.1538461538462,0,82.0,7.928571428571429,13.923076923076923
repaid,340,0,18186,,376987,189,0.0005905467099734254,0,45.67446968746078,,40.88717948717949,369,2240,0,78,0,168.29776785714284,3222.1111111111113,78,40.88461538461539,6.423076923076923,19.145299145299145
defaulted,88,0,326,,5255,71,0.0,0,139.05882352941177,,0.6415094339622641,366,292,3,0,10,17.996575342465754,114.23913043478261,0,1.9411764705882353,3.0377358490566038,6.3478260869565215
defaulted,62,0,705,,1236,64,0.00020567667626491157,0,43.26429675425039,,12.442307692307692,367,58,0,1,0,21.310344827586206,137.33333333333334,1,12.423076923076923,4.096153846153846,6.444444444444445
defaulted,188,0,1687,,35968,233,0.0014811438988264784,0,74.97650513950073,,8.5125,364,1006,0,13,4,35.75347912524851,492.71232876712327,13,13.333333333333334,10.2375,13.780821917808218
repaid,327,0,10376,,21204,375,0.0013556536921022903,0,26.850160345018246,,45.482412060301506,365,1325,0,66,9,16.003018867924528,116.50549450549451,66,62.84722222222222,6.824120603015075,7.28021978021978
repaid,36,0,85,,936,489,0.0024937655860349127,0,147.7076923076923,,1.7105263157894737,362,20,0,4,0,46.8,133.71428571428572,4,1.7777777777777777,1.631578947368421,2.857142857142857
repaid,147,0,751,,9362,11256,0.00035254715318173806,0,93.73821989528795,,4.716049382716049,363,369,7,2,7,25.37127371273713,260.05555555555554,2,4.9480519480519485,4.395061728395062,10.25
defaulted,483,0,8594,,168950,597,0.0005805033793589584,0,52.42360114777618,,57.5360824742268,360,3013,0,28,0,56.07368071689346,2448.550724637681,28,57.52577319587629,22.09278350515464,43.666666666666664
repaid,376,0,4069,,111059,603,7.676659117951867e-05,0,93.82558806655192,,10.31360946745562,361,2326,1,2,0,47.74677558039553,1121.8080808080808,2,10.557575757575757,9.976331360946746,23.494949494949495
repaid,73,0,646,,21460,238,0.00023207240659085636,0,109.81012658227849,,4.388888888888889,380,409,0,1,1,52.469437652811735,420.7843137254902,1,5.0212765957446805,5.388888888888889,8.019607843137255
defaulted,62,0,269,,6244,334,0.0,0,49.48421052631579,,6.333333333333333,381,174,0,0,0,35.88505747126437,446.0,0,13.428571428571429,6.333333333333333,12.428571428571429
defaulted,230,0,1874,,28336,526,0.0,0,249.584,,2.6881720430107525,382,1624,0,0,1,17.448275862068964,308.0,0,9.222222222222221,10.129032258064516,17.652173913043477
repaid,356,0,5599,,266762,1086,0.0,0,53.329032258064515,,11.76551724137931,383,3893,0,0,5,68.52350372463395,2223.016666666667,0,18.311827956989248,9.917241379310346,32.44166666666667
defaulted,603,0,21149,,15578,669,0.0005313537800351631,0,41.236157697729816,,52.66496163682864,384,557,0,68,0,27.967684021543985,445.0857142857143,67,52.66240409207161,9.751918158567776,15.914285714285715
defaulted,437,0,2278,,66277,291,0.0006601749463607857,0,42.92159383033419,,8.365591397849462,385,1500,0,4,0,44.184666666666665,1052.015873015873,4,12.933333333333334,9.623655913978494,23.80952380952381
repaid,236,0,2511,,146608,167,0.0,0,78.47383720930233,,3.026315789473684,386,2166,0,0,3,67.68605724838412,1320.7927927927929,0,5.830508474576271,9.008771929824562,19.513513513513512
defaulted,26,0,52,,1042,421,0.0,0,89.6923076923077,,1.0,387,39,0,0,0,26.71794871794872,86.83333333333333,0,3.0,2.3076923076923075,3.25
repaid,410,0,17344,,162899,337,0.0008241357007239876,0,36.16965989079666,,77.98461538461538,388,2137,0,79,1,76.22788956481048,866.4840425531914,79,84.94972067039106,10.584615384615384,11.367021276595745
repaid,2158,0,17210,,419800,1411,0.0004805151122002787,0,65.43094514918707,,19.877659574468087,389,5999,0,60,0,69.97832972162027,4156.435643564357,60,20.196396396396395,13.01418439716312,59.396039603960396
repaid,1208,0,12042,,80468,1149,0.0009268226644589542,0,54.14740769083604,,16.843800322061192,60,1582,1,89,0,50.86472819216182,914.4090909090909,89,17.08823529411765,8.254428341384862,17.977272727272727
defaulted,238,0,1845,,19410,13850,0.0005345021112833396,0,86.437125748503,,3.7298050139275767,61,506,0,10,0,38.359683794466406,669.3103448275862,10,3.7374301675977653,2.6128133704735377,17.448275862068964
